id,username,class,level,hp,inventory
468,jpalescz,Theif,72,185,"[{'id': 1, 'item_name': 'Silver Sword', 'price': 217345, 'rarity': 5, 'type': 'Gem', 'atk': 0, 'def': 0, 'hp_regen': 0}]"
469,vbankd0,Viking,31,180,"[{'id': 1, 'item_name': 'Demonic Blitz', 'price': 206237, 'rarity': 3, 'type': 'Gem', 'atk': 0, 'def': 0, 'hp_regen': 0}, {'id': 2, 'item_name': 'Extortion of Vulnerabilities', 'price': 63311, 'rarity': 3, 'type': 'Boots', 'atk': 0, 'def': 0, 'hp_regen': 0}, {'id': 3, 'item_name': 'Stone Arm', 'price': 88270, 'rarity': 1, 'type': 'Key', 'atk': 0, 'def': 0, 'hp_regen': 0}]"
470,lgrimsleyd1,Viking,66,37,[]
471,hlotzed2,Paladin,70,170,[]
472,dbrantld3,Necromancer,17,75,[]
473,mrumensd4,Necromancer,62,179,[]
474,whubbocksd5,Warlord,39,46,"[{'id': 1, 'item_name': 'Seed', 'price': 232078, 'rarity': 1, 'type': 'Sword', 'atk': 47, 'def': 0, 'hp_regen': 0}, {'id': 2, 'item_name': 'Hi-Potion', 'price': 239715, 'rarity': 1, 'type': 'Boots', 'atk': 0, 'def': 0, 'hp_regen': 0}, {'id': 3, 'item_name': 'Silver Sword', 'price': 120441, 'rarity': 4, 'type': 'Helmet', 'atk': 0, 'def': 0, 'hp_regen': 0}, {'id': 4, 'item_name': 'Dinoblade', 'price': 103885, 'rarity': 5, 'type': 'Key', 'atk': 0, 'def': 0, 'hp_regen': 0}, {'id': 5, 'item_name': 'Rain of Revival', 'price': 195267, 'rarity': 5, 'type': 'Pizza', 'atk': 0, 'def': 0, 'hp_regen': 44}]"
475,fbuttgowd6,Paladin,28,93,"[{'id': 1, 'item_name': 'Extinguish', 'price': 42874, 'rarity': 3, 'type': 'Beer', 'atk': 0, 'def': 0, 'hp_regen': 22}, {'id': 2, 'item_name': 'Inferno', 'price': 140543, 'rarity': 2, 'type': 'Armor', 'atk': 0, 'def': 0, 'hp_regen': 0}, {'id': 3, 'item_name': 'Dreamseeker', 'price': 104228, 'rarity': 5, 'type': 'Helmet', 'atk': 0, 'def': 0, 'hp_regen': 0}, {'id': 4, 'item_name': 'Carnage of Pride', 'price': 38567, 'rarity': 5, 'type': 'Sword', 'atk': 75, 'def': 0, 'hp_regen': 0}]"
476,kouldcottd7,Warrior,3,185,"[{'id': 1, 'item_name': 'Extinguish', 'price': 129123, 'rarity': 1, 'type': 'Armor', 'atk': 0, 'def': 0, 'hp_regen': 0}, {'id': 2, 'item_name': 'Slasher', 'price': 234200, 'rarity': 2, 'type': 'Spell', 'atk': 213, 'def': 0, 'hp_regen': 0}]"
477,dhawkshawd8,Wizard,13,237,"[{'id': 1, 'item_name': 'Mop', 'price': 91024, 'rarity': 5, 'type': 'Map', 'atk': 0, 'def': 0, 'hp_regen': 0}, {'id': 2, 'item_name': 'Dreamseeker', 'price': 44504, 'rarity': 1, 'type': 'Pizza', 'atk': 0, 'def': 0, 'hp_regen': 12}, {'id': 3, 'item_name': 'Silver Sword', 'price': 222008, 'rarity': 5, 'type': 'Gem', 'atk': 0, 'def': 0, 'hp_regen': 0}]"
478,bmarcd9,Viking,28,169,[]
479,emahada,Wizard,43,228,"[{'id': 1, 'item_name': 'Silver Sword', 'price': 180626, 'rarity': 1, 'type': 'Armor', 'atk': 0, 'def': 0, 'hp_regen': 0}, {'id': 2, 'item_name': 'Vajra Sword', 'price': 213179, 'rarity': 1, 'type': 'Sword', 'atk': 35, 'def': 0, 'hp_regen': 0}, {'id': 3, 'item_name': 'Demonic Blitz', 'price': 162926, 'rarity': 4, 'type': 'Bow', 'atk': 201, 'def': 0, 'hp_regen': 0}]"
480,pstoodleydb,Priest,18,48,"[{'id': 1, 'item_name': 'Hi-Potion', 'price': 101210, 'rarity': 1, 'type': 'Beer', 'atk': 0, 'def': 0, 'hp_regen': 209}]"
481,hgraybealdc,Theif,31,199,"[{'id': 1, 'item_name': 'Demonic Blitz', 'price': 3262, 'rarity': 5, 'type': 'Cape', 'atk': 0, 'def': 79, 'hp_regen': 0}]"
482,mgiraudydd,Druid,4,79,"[{'id': 1, 'item_name': 'Prismastone', 'price': 128635, 'rarity': 5, 'type': 'Sword', 'atk': 83, 'def': 0, 'hp_regen': 0}, {'id': 2, 'item_name': 'Stone Arm', 'price': 211258, 'rarity': 2, 'type': 'Key', 'atk': 0, 'def': 0, 'hp_regen': 0}, {'id': 3, 'item_name': 'Vajra Sword', 'price': 58103, 'rarity': 5, 'type': 'Boots', 'atk': 0, 'def': 0, 'hp_regen': 0}, {'id': 4, 'item_name': 'Elixir', 'price': 31254, 'rarity': 1, 'type': 'Spell', 'atk': 132, 'def': 0, 'hp_regen': 0}, {'id': 5, 'item_name': 'Seed', 'price': 110168, 'rarity': 4, 'type': 'Boots', 'atk': 0, 'def': 0, 'hp_regen': 0}]"
483,ssweeneyde,Warrior,39,110,"[{'id': 1, 'item_name': 'Extinguish', 'price': 56901, 'rarity': 2, 'type': 'Map', 'atk': 0, 'def': 0, 'hp_regen': 0}, {'id': 2, 'item_name': 'Stone Arm', 'price': 248705, 'rarity': 3, 'type': 'Boots', 'atk': 0, 'def': 0, 'hp_regen': 0}, {'id': 3, 'item_name': 'Seed', 'price': 183325, 'rarity': 5, 'type': 'Cape', 'atk': 0, 'def': 52, 'hp_regen': 0}, {'id': 4, 'item_name': 'Hi-Potion', 'price': 77033, 'rarity': 2, 'type': 'Map', 'atk': 0, 'def': 0, 'hp_regen': 0}, {'id': 5, 'item_name': '', 'price': 191390, 'rarity': 5, 'type': 'Bow', 'atk': 244, 'def': 0, 'hp_regen': 0}]"
484,dprattindf,Theif,41,181,"[{'id': 1, 'item_name': 'Sun Stone', 'price': 140923, 'rarity': 4, 'type': 'Pizza', 'atk': 0, 'def': 0, 'hp_regen': 171}]"
485,jmcgenndg,Wizard,77,102,"[{'id': 1, 'item_name': 'Extinguish', 'price': 93248, 'rarity': 1, 'type': 'Shield', 'atk': 0, 'def': 81, 'hp_regen': 0}]"
486,egulleforddh,Druid,3,67,"[{'id': 1, 'item_name': 'Prismastone', 'price': 248564, 'rarity': 1, 'type': 'Boots', 'atk': 0, 'def': 0, 'hp_regen': 0}, {'id': 2, 'item_name': 'Silver Sword', 'price': 48300, 'rarity': 5, 'type': 'Key', 'atk': 0, 'def': 0, 'hp_regen': 0}]"
487,handredi,Warlord,49,213,"[{'id': 1, 'item_name': 'Barrier Sphere', 'price': 61596, 'rarity': 5, 'type': 'Spell', 'atk': 68, 'def': 0, 'hp_regen': 0}, {'id': 2, 'item_name': 'Hymn of Water', 'price': 64765, 'rarity': 1, 'type': 'Key', 'atk': 0, 'def': 0, 'hp_regen': 0}]"
488,adoolerdj,Necromancer,9,147,"[{'id': 1, 'item_name': 'Elixir', 'price': 219018, 'rarity': 2, 'type': 'Beer', 'atk': 0, 'def': 0, 'hp_regen': 140}, {'id': 2, 'item_name': 'Slasher', 'price': 154201, 'rarity': 2, 'type': 'Boots', 'atk': 0, 'def': 0, 'hp_regen': 0}]"
489,eabbissdk,Ninja,72,107,"[{'id': 1, 'item_name': 'Inferno', 'price': 208451, 'rarity': 3, 'type': 'Shield', 'atk': 0, 'def': 111, 'hp_regen': 0}, {'id': 2, 'item_name': 'Potion', 'price': 173782, 'rarity': 3, 'type': 'Helmet', 'atk': 0, 'def': 0, 'hp_regen': 0}]"
490,bgowthropdl,Blade Dancer,78,138,"[{'id': 1, 'item_name': 'Barrier Sphere', 'price': 129883, 'rarity': 5, 'type': 'Map', 'atk': 0, 'def': 0, 'hp_regen': 0}, {'id': 2, 'item_name': 'Stone Arm', 'price': 75252, 'rarity': 5, 'type': 'Cape', 'atk': 0, 'def': 176, 'hp_regen': 0}, {'id': 3, 'item_name': 'Vajra Sword', 'price': 39774, 'rarity': 3, 'type': 'Armor', 'atk': 0, 'def': 0, 'hp_regen': 0}, {'id': 4, 'item_name': 'Vajra Sword', 'price': 81375, 'rarity': 2, 'type': 'Shield', 'atk': 0, 'def': 242, 'hp_regen': 0}, {'id': 5, 'item_name': 'Silver Sword', 'price': 186151, 'rarity': 4, 'type': 'Helmet', 'atk': 0, 'def': 0, 'hp_regen': 0}]"
491,walandm,Warlord,61,50,"[{'id': 1, 'item_name': 'Mop', 'price': 202367, 'rarity': 3, 'type': 'Bow', 'atk': 168, 'def': 0, 'hp_regen': 0}]"
492,rlejeandn,Theif,50,32,"[{'id': 1, 'item_name': 'Tin Arm', 'price': 216197, 'rarity': 2, 'type': 'Map', 'atk': 0, 'def': 0, 'hp_regen': 0}, {'id': 2, 'item_name': 'Prismastone', 'price': 45136, 'rarity': 5, 'type': 'Key', 'atk': 0, 'def': 0, 'hp_regen': 0}, {'id': 3, 'item_name': 'Tin Arm', 'price': 168553, 'rarity': 1, 'type': 'Pizza', 'atk': 0, 'def': 0, 'hp_regen': 100}]"
493,bdavydenkodo,Ranger,70,232,"[{'id': 1, 'item_name': 'Seed', 'price': 221198, 'rarity': 3, 'type': 'Cape', 'atk': 0, 'def': 250, 'hp_regen': 0}]"
494,rrozenzweigdp,Ninja,17,159,"[{'id': 1, 'item_name': 'Dreamseeker', 'price': 54672, 'rarity': 5, 'type': 'Beer', 'atk': 0, 'def': 0, 'hp_regen': 121}]"
495,jlillforddq,Pirate,41,118,"[{'id': 1, 'item_name': 'Silver Sword', 'price': 236606, 'rarity': 1, 'type': 'Spell', 'atk': 41, 'def': 0, 'hp_regen': 0}, {'id': 2, 'item_name': 'Inferno', 'price': 20119, 'rarity': 2, 'type': 'Armor', 'atk': 0, 'def': 0, 'hp_regen': 0}, {'id': 3, 'item_name': 'Energy Typhoon', 'price': 28305, 'rarity': 3, 'type': 'Cape', 'atk': 0, 'def': 200, 'hp_regen': 0}, {'id': 4, 'item_name': 'Rain of Revival', 'price': 187291, 'rarity': 5, 'type': 'Bow', 'atk': 55, 'def': 0, 'hp_regen': 0}]"
496,aoxtarbydr,Bard,58,170,"[{'id': 1, 'item_name': 'Barrier Sphere', 'price': 82019, 'rarity': 4, 'type': 'Sword', 'atk': 10, 'def': 0, 'hp_regen': 0}, {'id': 2, 'item_name': 'Potion', 'price': 214303, 'rarity': 2, 'type': 'Boots', 'atk': 0, 'def': 0, 'hp_regen': 0}, {'id': 3, 'item_name': 'Extinguish', 'price': 12858, 'rarity': 4, 'type': 'Bow', 'atk': 168, 'def': 0, 'hp_regen': 0}]"
497,cbreckonds,Warlord,7,57,"[{'id': 1, 'item_name': 'Sun Stone', 'price': 195643, 'rarity': 4, 'type': 'Sword', 'atk': 162, 'def': 0, 'hp_regen': 0}]"
498,aribeydt,Blade Dancer,10,148,[]
499,pkitteldu,Ninja,22,210,[]
500,jdelortdv,Warrior,15,52,"[{'id': 1, 'item_name': 'Paralyzing of Rituals', 'price': 238064, 'rarity': 5, 'type': 'Gem', 'atk': 0, 'def': 0, 'hp_regen': 0}, {'id': 2, 'item_name': 'Mid-Potion', 'price': 70668, 'rarity': 4, 'type': 'Helmet', 'atk': 0, 'def': 0, 'hp_regen': 0}, {'id': 3, 'item_name': 'Inferno', 'price': 51726, 'rarity': 5, 'type': 'Pizza', 'atk': 0, 'def': 0, 'hp_regen': 86}, {'id': 4, 'item_name': 'Extortion of Vulnerabilities', 'price': 179051, 'rarity': 2, 'type': 'Bow', 'atk': 46, 'def': 0, 'hp_regen': 0}]"
501,diggodw,Wizard,59,106,[]
502,fgallyondx,Druid,9,76,"[{'id': 1, 'item_name': 'Carnage of Pride', 'price': 85145, 'rarity': 3, 'type': 'Helmet', 'atk': 0, 'def': 0, 'hp_regen': 0}, {'id': 2, 'item_name': 'Extortion of Vulnerabilities', 'price': 149452, 'rarity': 2, 'type': 'Gem', 'atk': 0, 'def': 0, 'hp_regen': 0}, {'id': 3, 'item_name': 'Seed', 'price': 146429, 'rarity': 5, 'type': 'Shield', 'atk': 0, 'def': 16, 'hp_regen': 0}, {'id': 4, 'item_name': 'Hi-Potion', 'price': 73653, 'rarity': 5, 'type': 'Shield', 'atk': 0, 'def': 79, 'hp_regen': 0}]"
503,mcarwithendy,Warrior,39,59,"[{'id': 1, 'item_name': 'Rain of Revival', 'price': 219199, 'rarity': 1, 'type': 'Bow', 'atk': 14, 'def': 0, 'hp_regen': 0}, {'id': 2, 'item_name': 'Hi-Potion', 'price': 239906, 'rarity': 2, 'type': 'Boots', 'atk': 0, 'def': 0, 'hp_regen': 0}, {'id': 3, 'item_name': 'Hymn of Water', 'price': 243487, 'rarity': 4, 'type': 'Pizza', 'atk': 0, 'def': 0, 'hp_regen': 202}, {'id': 4, 'item_name': 'Inferno', 'price': 82582, 'rarity': 3, 'type': 'Gem', 'atk': 0, 'def': 0, 'hp_regen': 0}, {'id': 5, 'item_name': 'Seed', 'price': 1148, 'rarity': 4, 'type': 'Bow', 'atk': 220, 'def': 0, 'hp_regen': 0}]"
504,eudelldz,Warrior,41,207,"[{'id': 1, 'item_name': 'Stone Arm', 'price': 32525, 'rarity': 3, 'type': 'Spell', 'atk': 105, 'def': 0, 'hp_regen': 0}]"
505,oklimte0,Theif,25,86,"[{'id': 1, 'item_name': 'Energy Typhoon', 'price': 37095, 'rarity': 5, 'type': 'Helmet', 'atk': 0, 'def': 0, 'hp_regen': 0}]"
506,emacilhenche1,Bard,32,35,"[{'id': 1, 'item_name': 'Silver Sword', 'price': 13475, 'rarity': 3, 'type': 'Helmet', 'atk': 0, 'def': 0, 'hp_regen': 0}, {'id': 2, 'item_name': 'Slasher', 'price': 134770, 'rarity': 3, 'type': 'Sword', 'atk': 63, 'def': 0, 'hp_regen': 0}, {'id': 3, 'item_name': 'Hymn of Water', 'price': 70510, 'rarity': 3, 'type': 'Sword', 'atk': 158, 'def': 0, 'hp_regen': 0}, {'id': 4, 'item_name': 'Paralyzing of Rituals', 'price': 42679, 'rarity': 5, 'type': 'Shield', 'atk': 0, 'def': 204, 'hp_regen': 0}, {'id': 5, 'item_name': 'Extinguish', 'price': 143506, 'rarity': 2, 'type': 'Spell', 'atk': 226, 'def': 0, 'hp_regen': 0}]"
507,ljulliane2,Viking,75,14,[]
508,pburboroughe3,Viking,41,13,[]
509,mmaccranne4,Druid,50,101,"[{'id': 1, 'item_name': 'Carnage of Pride', 'price': 209904, 'rarity': 4, 'type': 'Cape', 'atk': 0, 'def': 31, 'hp_regen': 0}, {'id': 2, 'item_name': 'Hi-Potion', 'price': 84858, 'rarity': 1, 'type': 'Bow', 'atk': 175, 'def': 0, 'hp_regen': 0}]"
510,lmaggillandreise5,Bard,1,230,"[{'id': 1, 'item_name': 'Carnage of Pride', 'price': 87158, 'rarity': 3, 'type': 'Bow', 'atk': 29, 'def': 0, 'hp_regen': 0}, {'id': 2, 'item_name': 'Elixir', 'price': 432, 'rarity': 3, 'type': 'Shield', 'atk': 0, 'def': 234, 'hp_regen': 0}, {'id': 3, 'item_name': 'Rain of Revival', 'price': 57894, 'rarity': 5, 'type': 'Helmet', 'atk': 0, 'def': 0, 'hp_regen': 0}]"
511,agiovannaccie6,Blade Dancer,72,55,"[{'id': 1, 'item_name': 'Barrier Sphere', 'price': 14325, 'rarity': 1, 'type': 'Helmet', 'atk': 0, 'def': 0, 'hp_regen': 0}, {'id': 2, 'item_name': '', 'price': 223087, 'rarity': 5, 'type': 'Helmet', 'atk': 0, 'def': 0, 'hp_regen': 0}, {'id': 3, 'item_name': 'Lapis', 'price': 220907, 'rarity': 5, 'type': 'Map', 'atk': 0, 'def': 0, 'hp_regen': 0}, {'id': 4, 'item_name': 'Prismastone', 'price': 87459, 'rarity': 3, 'type': 'Armor', 'atk': 0, 'def': 0, 'hp_regen': 0}]"
512,jpheasante7,Priest,4,147,"[{'id': 1, 'item_name': 'Seed', 'price': 128268, 'rarity': 1, 'type': 'Pizza', 'atk': 0, 'def': 0, 'hp_regen': 100}, {'id': 2, 'item_name': 'Wooden Sword', 'price': 245721, 'rarity': 2, 'type': 'Pizza', 'atk': 0, 'def': 0, 'hp_regen': 70}]"
513,ehellekere8,Necromancer,62,176,"[{'id': 1, 'item_name': 'Energy Typhoon', 'price': 99186, 'rarity': 5, 'type': 'Gem', 'atk': 0, 'def': 0, 'hp_regen': 0}, {'id': 2, 'item_name': 'Elixir', 'price': 17383, 'rarity': 4, 'type': 'Shield', 'atk': 0, 'def': 119, 'hp_regen': 0}, {'id': 3, 'item_name': 'Potion', 'price': 18246, 'rarity': 4, 'type': 'Beer', 'atk': 0, 'def': 0, 'hp_regen': 95}]"
514,casipenkoe9,Warlord,52,51,"[{'id': 1, 'item_name': 'Demonic Blitz', 'price': 117180, 'rarity': 1, 'type': 'Beer', 'atk': 0, 'def': 0, 'hp_regen': 140}, {'id': 2, 'item_name': 'Extortion of Vulnerabilities', 'price': 247347, 'rarity': 4, 'type': 'Shield', 'atk': 0, 'def': 50, 'hp_regen': 0}, {'id': 3, 'item_name': 'Mop', 'price': 2942, 'rarity': 5, 'type': 'Sword', 'atk': 64, 'def': 0, 'hp_regen': 0}]"
515,ssimaoea,Wizard,44,57,"[{'id': 1, 'item_name': 'Stone Arm', 'price': 205492, 'rarity': 5, 'type': 'Sword', 'atk': 232, 'def': 0, 'hp_regen': 0}, {'id': 2, 'item_name': 'Inferno', 'price': 100348, 'rarity': 1, 'type': 'Armor', 'atk': 0, 'def': 0, 'hp_regen': 0}]"
516,gkahlereb,Warrior,32,18,"[{'id': 1, 'item_name': 'Elixir', 'price': 197425, 'rarity': 2, 'type': 'Shield', 'atk': 0, 'def': 204, 'hp_regen': 0}, {'id': 2, 'item_name': 'Sun Stone', 'price': 58989, 'rarity': 4, 'type': 'Spell', 'atk': 120, 'def': 0, 'hp_regen': 0}, {'id': 3, 'item_name': 'Elixir', 'price': 91481, 'rarity': 3, 'type': 'Sword', 'atk': 147, 'def': 0, 'hp_regen': 0}, {'id': 4, 'item_name': 'Extortion of Vulnerabilities', 'price': 180901, 'rarity': 2, 'type': 'Cape', 'atk': 0, 'def': 129, 'hp_regen': 0}, {'id': 5, 'item_name': 'Carnage of Pride', 'price': 107335, 'rarity': 1, 'type': 'Pizza', 'atk': 0, 'def': 0, 'hp_regen': 191}]"
517,jmccaigheyec,Bard,21,88,"[{'id': 1, 'item_name': 'Carnage of Pride', 'price': 249130, 'rarity': 1, 'type': 'Helmet', 'atk': 0, 'def': 0, 'hp_regen': 0}, {'id': 2, 'item_name': 'Dreamseeker', 'price': 103249, 'rarity': 2, 'type': 'Sword', 'atk': 102, 'def': 0, 'hp_regen': 0}]"
518,nbrierleyed,Priest,27,39,"[{'id': 1, 'item_name': 'Tin Arm', 'price': 24936, 'rarity': 5, 'type': 'Boots', 'atk': 0, 'def': 0, 'hp_regen': 0}, {'id': 2, 'item_name': '', 'price': 150959, 'rarity': 1, 'type': 'Key', 'atk': 0, 'def': 0, 'hp_regen': 0}]"
519,rdelabarreee,Necromancer,17,172,"[{'id': 1, 'item_name': 'Hymn of Water', 'price': 125111, 'rarity': 5, 'type': 'Bow', 'atk': 199, 'def': 0, 'hp_regen': 0}, {'id': 2, 'item_name': 'Hymn of Water', 'price': 166470, 'rarity': 1, 'type': 'Boots', 'atk': 0, 'def': 0, 'hp_regen': 0}, {'id': 3, 'item_name': 'Dinoblade', 'price': 10410, 'rarity': 3, 'type': 'Bow', 'atk': 164, 'def': 0, 'hp_regen': 0}, {'id': 4, 'item_name': 'Extortion of Vulnerabilities', 'price': 190816, 'rarity': 4, 'type': 'Boots', 'atk': 0, 'def': 0, 'hp_regen': 0}]"
520,srosenwaldef,Necromancer,52,224,[]
521,csurgeyeg,Spellcaster,32,168,"[{'id': 1, 'item_name': 'Demonic Blitz', 'price': 217241, 'rarity': 5, 'type': 'Spell', 'atk': 230, 'def': 0, 'hp_regen': 0}, {'id': 2, 'item_name': 'Sun Stone', 'price': 250435, 'rarity': 3, 'type': 'Key', 'atk': 0, 'def': 0, 'hp_regen': 0}, {'id': 3, 'item_name': 'Wooden Sword', 'price': 76212, 'rarity': 4, 'type': 'Pizza', 'atk': 0, 'def': 0, 'hp_regen': 91}, {'id': 4, 'item_name': 'Elixir', 'price': 145208, 'rarity': 2, 'type': 'Armor', 'atk': 0, 'def': 0, 'hp_regen': 0}, {'id': 5, 'item_name': 'Inferno', 'price': 255694, 'rarity': 4, 'type': 'Shield', 'atk': 0, 'def': 116, 'hp_regen': 0}]"
522,bkleinereh,Warlord,36,217,"[{'id': 1, 'item_name': 'Rain of Revival', 'price': 127965, 'rarity': 4, 'type': 'Key', 'atk': 0, 'def': 0, 'hp_regen': 0}, {'id': 2, 'item_name': 'Rain of Revival', 'price': 147753, 'rarity': 5, 'type': 'Sword', 'atk': 103, 'def': 0, 'hp_regen': 0}]"
523,shunsworthei,Ninja,79,58,"[{'id': 1, 'item_name': 'Elixir', 'price': 98427, 'rarity': 5, 'type': 'Sword', 'atk': 62, 'def': 0, 'hp_regen': 0}, {'id': 2, 'item_name': 'Dreamseeker', 'price': 190585, 'rarity': 2, 'type': 'Helmet', 'atk': 0, 'def': 0, 'hp_regen': 0}]"
524,mpenrethej,Paladin,51,26,"[{'id': 1, 'item_name': 'Slasher', 'price': 27233, 'rarity': 1, 'type': 'Beer', 'atk': 0, 'def': 0, 'hp_regen': 47}, {'id': 2, 'item_name': 'Paralyzing of Rituals', 'price': 241805, 'rarity': 4, 'type': 'Spell', 'atk': 142, 'def': 0, 'hp_regen': 0}]"
525,ashayek,Paladin,75,96,"[{'id': 1, 'item_name': 'Barrier Sphere', 'price': 26608, 'rarity': 2, 'type': 'Sword', 'atk': 57, 'def': 0, 'hp_regen': 0}]"
526,aveltiel,Pirate,56,146,"[{'id': 1, 'item_name': 'Dinoblade', 'price': 213673, 'rarity': 2, 'type': 'Gem', 'atk': 0, 'def': 0, 'hp_regen': 0}]"
527,rpickerem,Warlord,47,209,"[{'id': 1, 'item_name': 'Lapis', 'price': 190755, 'rarity': 5, 'type': 'Spell', 'atk': 189, 'def': 0, 'hp_regen': 0}, {'id': 2, 'item_name': 'Wooden Sword', 'price': 112398, 'rarity': 2, 'type': 'Armor', 'atk': 0, 'def': 0, 'hp_regen': 0}, {'id': 3, 'item_name': 'Rain of Revival', 'price': 203367, 'rarity': 4, 'type': 'Beer', 'atk': 0, 'def': 0, 'hp_regen': 76}]"
528,rrizzardoen,Priest,19,236,"[{'id': 1, 'item_name': 'Demonic Blitz', 'price': 43942, 'rarity': 1, 'type': 'Boots', 'atk': 0, 'def': 0, 'hp_regen': 0}, {'id': 2, 'item_name': 'Rain of Revival', 'price': 22862, 'rarity': 5, 'type': 'Helmet', 'atk': 0, 'def': 0, 'hp_regen': 0}]"
529,scoysheo,Warrior,34,61,"[{'id': 1, 'item_name': 'Hymn of Water', 'price': 26259, 'rarity': 4, 'type': 'Key', 'atk': 0, 'def': 0, 'hp_regen': 0}, {'id': 2, 'item_name': 'Demonic Blitz', 'price': 44733, 'rarity': 1, 'type': 'Shield', 'atk': 0, 'def': 149, 'hp_regen': 0}, {'id': 3, 'item_name': 'Inferno', 'price': 100560, 'rarity': 3, 'type': 'Armor', 'atk': 0, 'def': 0, 'hp_regen': 0}, {'id': 4, 'item_name': 'Hi-Potion', 'price': 83727, 'rarity': 5, 'type': 'Spell', 'atk': 19, 'def': 0, 'hp_regen': 0}]"
530,ahewlingsep,Theif,53,171,"[{'id': 1, 'item_name': 'Barrier Sphere', 'price': 161534, 'rarity': 5, 'type': 'Spell', 'atk': 152, 'def': 0, 'hp_regen': 0}, {'id': 2, 'item_name': 'Mid-Potion', 'price': 4037, 'rarity': 5, 'type': 'Key', 'atk': 0, 'def': 0, 'hp_regen': 0}, {'id': 3, 'item_name': 'Wooden Sword', 'price': 55028, 'rarity': 5, 'type': 'Armor', 'atk': 0, 'def': 0, 'hp_regen': 0}]"
531,fharlockeq,Ninja,47,96,"[{'id': 1, 'item_name': 'Hymn of Water', 'price': 32467, 'rarity': 3, 'type': 'Armor', 'atk': 0, 'def': 0, 'hp_regen': 0}, {'id': 2, 'item_name': 'Rain of Revival', 'price': 38017, 'rarity': 3, 'type': 'Map', 'atk': 0, 'def': 0, 'hp_regen': 0}]"
532,dfotheringhamer,Priest,67,71,[]
533,wdiggares,Wizard,37,97,"[{'id': 1, 'item_name': 'Silver Sword', 'price': 17994, 'rarity': 3, 'type': 'Boots', 'atk': 0, 'def': 0, 'hp_regen': 0}]"
534,fbushenet,Blade Dancer,1,155,"[{'id': 1, 'item_name': '', 'price': 10925, 'rarity': 5, 'type': 'Boots', 'atk': 0, 'def': 0, 'hp_regen': 0}, {'id': 2, 'item_name': 'Extortion of Vulnerabilities', 'price': 89058, 'rarity': 3, 'type': 'Armor', 'atk': 0, 'def': 0, 'hp_regen': 0}, {'id': 3, 'item_name': 'Elixir', 'price': 229778, 'rarity': 1, 'type': 'Gem', 'atk': 0, 'def': 0, 'hp_regen': 0}]"
535,cthiemeeu,Viking,61,200,"[{'id': 1, 'item_name': 'Mage Barrage', 'price': 234257, 'rarity': 1, 'type': 'Cape', 'atk': 0, 'def': 15, 'hp_regen': 0}, {'id': 2, 'item_name': 'Demonic Blitz', 'price': 243621, 'rarity': 2, 'type': 'Gem', 'atk': 0, 'def': 0, 'hp_regen': 0}, {'id': 3, 'item_name': 'Extinguish', 'price': 137679, 'rarity': 2, 'type': 'Helmet', 'atk': 0, 'def': 0, 'hp_regen': 0}, {'id': 4, 'item_name': 'Mage Barrage', 'price': 55167, 'rarity': 5, 'type': 'Helmet', 'atk': 0, 'def': 0, 'hp_regen': 0}]"
536,tlanehamev,Blade Dancer,8,89,[]
537,bcornfordew,Hero,69,70,"[{'id': 1, 'item_name': 'Potion', 'price': 21068, 'rarity': 4, 'type': 'Pizza', 'atk': 0, 'def': 0, 'hp_regen': 31}, {'id': 2, 'item_name': 'Elixir', 'price': 170519, 'rarity': 4, 'type': 'Bow', 'atk': 12, 'def': 0, 'hp_regen': 0}, {'id': 3, 'item_name': 'Inferno', 'price': 227830, 'rarity': 3, 'type': 'Cape', 'atk': 0, 'def': 33, 'hp_regen': 0}, {'id': 4, 'item_name': 'Hi-Potion', 'price': 159622, 'rarity': 3, 'type': 'Pizza', 'atk': 0, 'def': 0, 'hp_regen': 33}, {'id': 5, 'item_name': 'Silver Sword', 'price': 41228, 'rarity': 3, 'type': 'Pizza', 'atk': 0, 'def': 0, 'hp_regen': 225}]"
538,rhardiex,Paladin,67,101,"[{'id': 1, 'item_name': 'Elixir', 'price': 78639, 'rarity': 5, 'type': 'Key', 'atk': 0, 'def': 0, 'hp_regen': 0}]"
539,ljowleey,Necromancer,58,168,"[{'id': 1, 'item_name': 'Demonic Blitz', 'price': 149300, 'rarity': 3, 'type': 'Key', 'atk': 0, 'def': 0, 'hp_regen': 0}, {'id': 2, 'item_name': 'Seed', 'price': 165803, 'rarity': 4, 'type': 'Gem', 'atk': 0, 'def': 0, 'hp_regen': 0}, {'id': 3, 'item_name': 'Wooden Sword', 'price': 41891, 'rarity': 5, 'type': 'Cape', 'atk': 0, 'def': 169, 'hp_regen': 0}, {'id': 4, 'item_name': 'Energy Typhoon', 'price': 119556, 'rarity': 5, 'type': 'Cape', 'atk': 0, 'def': 90, 'hp_regen': 0}]"
540,lvannarez,Blade Dancer,38,59,"[{'id': 1, 'item_name': 'Hi-Potion', 'price': 178277, 'rarity': 1, 'type': 'Sword', 'atk': 180, 'def': 0, 'hp_regen': 0}]"
541,sbelchamf0,Blade Dancer,55,217,"[{'id': 1, 'item_name': 'Extinguish', 'price': 208976, 'rarity': 3, 'type': 'Pizza', 'atk': 0, 'def': 0, 'hp_regen': 124}]"
